MatchId,IdPeriod,Time,away_277_x,away_277_y,away_310_x,away_310_y,away_48_x,away_48_y,away_493_x,away_493_y,away_528_x,away_528_y,away_570_x,away_570_y,away_593_x,away_593_y,away_65_x,away_65_y,away_661_x,away_661_y,away_692_x,away_692_y,away_845_x,away_845_y,away_871_x,away_871_y,away_92_x,away_92_y,away_983_x,away_983_y,ball_x,ball_y
match_2,1,0,1350,-1930,0,1010,1370,-440,510,800,1330,510,-50,-1870,,,1080,-140,1300,2100,100,2390,,,,,130,-920,4060,110,0,0
match_2,1,10,1360,-1930,-10,1010,1370,-440,510,800,1340,510,-50,-1870,,,1080,-140,1300,2100,110,2400,,,,,130,-910,4060,110,140,110
match_2,1,20,1360,-1930,-20,1010,1360,-440,520,800,1350,510,-50,-1870,,,1070,-130,1300,2100,110,2400,,,,,130,-890,4060,100,50,110
match_2,1,30,1370,-1930,-40,990,1360,-440,520,800,1360,500,-40,-1870,,,1070,-130,1300,2090,120,2410,,,,,120,-880,4060,100,-20,110
match_2,1,40,1370,-1930,-60,980,1350,-440,520,800,1370,500,-40,-1860,,,1070,-120,1300,2090,130,2420,,,,,120,-860,4060,90,-110,110
match_2,1,50,1380,-1930,-80,970,1350,-440,520,800,1380,500,-30,-1860,,,1060,-120,1300,2090,130,2420,,,,,120,-850,4060,90,-190,110
match_2,1,60,1380,-1930,-100,950,1340,-440,520,800,1390,500,-20,-1860,,,1060,-120,1300,2090,140,2420,,,,,110,-830,4060,90,-280,110
match_2,1,70,1390,-1920,-120,930,1340,-430,530,800,1400,500,-10,-1860,,,1060,-110,1300,2090,140,2420,,,,,110,-820,4060,80,-360,110
match_2,1,80,1390,-1920,-140,910,1330,-430,530,790,1410,500,-10,-1870,,,1050,-110,1310,2090,140,2410,,,,,110,-800,4060,80,-450,110
match_2,1,90,1400,-1920,-170,890,1330,-430,530,790,1410,490,0,-1870,,,1050,-100,1310,2090,140,2400,,,,,100,-790,4050,70,-530,110
match_2,1,100,1400,-1920,-190,870,1320,-430,530,790,1420,490,0,-1860,,,1050,-100,1320,2090,140,2380,,,,,100,-770,4050,70,-620,110
match_2,1,110,1410,-1920,-210,860,1320,-430,530,790,1430,490,0,-1860,,,1040,-90,1320,2090,140,2360,,,,,90,-740,4050,70,-700,110
match_2,1,120,1410,-1920,-230,840,1310,-420,530,800,1440,490,0,-1850,,,1030,-80,1330,2090,130,2340,,,,,70,-720,4050,60,-790,110
match_2,1,130,1420,-1920,-260,820,1300,-410,530,810,1450,490,0,-1840,,,1020,-70,1330,2090,130,2320,,,,,60,-690,4050,60,-870,110
match_2,1,140,1420,-1920,-280,800,1300,-400,520,820,1460,490,-10,-1830,,,1010,-60,1330,2090,130,2310,,,,,40,-660,4050,60,-960,120
match_2,1,150,1430,-1920,-300,780,1290,-390,510,830,1470,490,-20,-1820,,,1000,-50,1330,2090,120,2290,,,,,20,-630,4050,60,-950,110
match_2,1,160,1430,-1920,-320,760,1280,-380,490,850,1480,500,-20,-1810,,,980,-40,1340,2100,110,2290,,,,,0,-590,4050,60,-950,110
match_2,1,170,1440,-1920,-350,750,1270,-370,480,870,1490,510,-30,-1800,,,970,-30,1340,2100,100,2290,,,,,-30,-560,4050,70,-950,100
match_2,1,180,1440,-1920,-370,740,1260,-360,460,890,1500,530,-30,-1800,,,950,-20,1340,2100,80,2290,,,,,-50,-530,4050,80,-940,100
match_2,1,190,1450,-1920,-400,730,1260,-340,440,910,1510,540,-30,-1790,,,940,0,1340,2100,70,2300,,,,,-70,-490,4050,80,-940,90
match_2,1,200,1450,-1910,-430,730,1250,-330,430,930,1510,570,-20,-1790,,,920,10,1340,2100,50,2310,,,,,-90,-460,4050,90,-940,90
match_2,1,210,1460,-1910,-460,740,1240,-320,410,950,1520,590,-20,-1790,,,910,20,1350,2110,30,2320,,,,,-110,-430,4040,100,-940,90
match_2,1,220,1460,-1910,-490,750,1230,-310,390,960,1530,610,-10,-1790,,,890,40,1350,2110,10,2330,,,,,-120,-390,4040,110,-950,250
match_2,1,230,1470,-1910,-530,760,1230,-290,380,980,1540,630,-10,-1790,,,880,60,1350,2110,-20,2350,,,,,-140,-350,4040,120,-970,420
match_2,1,240,1460,-1900,-560,780,1220,-280,360,1000,1550,650,0,-1790,,,880,80,1350,2110,-40,2350,,,,,-150,-310,4040,130,-990,580
match_2,1,250,1460,-1890,-600,790,1210,-270,350,1020,1550,670,10,-1790,,,870,110,1350,2110,-70,2360,,,,,-160,-270,4040,130,-1000,750
match_2,1,260,1450,-1880,-630,810,1200,-260,330,1040,1560,690,10,-1790,,,870,140,1340,2110,-110,2370,,,,,-170,-230,4040,140,-1020,920
match_2,1,270,1430,-1870,-660,820,1200,-240,320,1060,1570,710,20,-1790,,,860,180,1340,2110,-140,2380,,,,,-170,-180,4040,150,-1040,1080
match_2,1,280,1420,-1850,-700,840,1190,-230,310,1090,1580,730,20,-1780,,,860,220,1340,2120,-180,2390,,,,,-180,-140,4040,160,-1050,1250
match_2,1,290,1390,-1830,-730,850,1180,-220,300,1120,1590,760,30,-1770,,,870,260,1340,2120,-220,2400,,,,,-190,-100,4040,170,-1070,1420
match_2,1,300,1370,-1820,-770,870,1170,-210,290,1150,1600,780,40,-1760,,,870,300,1330,2130,-260,2420,,,,,-190,-50,4030,180,-1090,1580
match_2,1,310,1350,-1800,-800,880,1170,-190,290,1180,1600,800,40,-1750,,,870,340,1310,2140,-310,2430,,,,,-200,-10,4030,190,-1110,1750
match_2,1,320,1330,-1780,-830,900,1170,-180,280,1220,1610,820,50,-1730,,,870,380,1290,2160,-360,2450,,,,,-200,40,4030,190,-1120,1920
match_2,1,330,1310,-1760,-870,910,1180,-160,280,1260,1610,840,60,-1720,,,870,420,1270,2180,-410,2480,,,,,-210,80,4030,200,-1140,2080
match_2,1,340,1290,-1740,-900,930,1190,-140,280,1300,1600,860,70,-1700,,,870,450,1240,2210,-460,2500,,,,,-220,120,4030,200,-1160,2250
match_2,1,350,1270,-1710,-930,950,1200,-110,290,1340,1600,880,70,-1680,,,870,490,1190,2260,-520,2530,,,,,-240,150,4030,210,-1170,2420
match_2,1,360,1260,-1680,-950,980,1210,-90,290,1380,1600,900,80,-1650,,,870,530,1160,2300,-570,2560,,,,,-250,180,4020,210,-1190,2580
match_2,1,370,1260,-1650,-970,1010,1240,-60,290,1420,1590,920,90,-1630,,,870,570,1130,2330,-620,2590,,,,,-270,200,4020,220,-1210,2750
match_2,1,380,1250,-1610,-990,1030,1260,-30,290,1460,1580,940,100,-1600,,,880,610,1100,2370,-670,2630,,,,,-300,230,4020,220,-1230,2920
match_2,1,390,1260,-1580,-1010,1070,1280,0,290,1500,1570,960,110,-1580,,,880,650,1070,2410,-720,2660,,,,,-320,240,4020,220,-1220,2920
match_2,1,400,1260,-1530,-1020,1100,1300,30,290,1540,1560,980,120,-1550,,,880,690,1050,2440,-780,2700,,,,,-350,260,4010,220,-1220,2920
match_2,1,410,1270,-1490,-1030,1140,1320,50,290,1580,1550,990,130,-1520,,,890,720,1020,2480,-830,2740,,,,,-370,280,4010,220,-1220,2930
match_2,1,420,1270,-1450,-1040,1170,1340,80,280,1620,1540,1010,140,-1490,,,900,760,1000,2510,-870,2780,,,,,-400,300,4010,230,-1220,2930
