MatchId,IdPeriod,Time,home_273_x,home_273_y,home_36_x,home_36_y,home_452_x,home_452_y,home_597_x,home_597_y,home_616_x,home_616_y,home_688_x,home_688_y,home_710_x,home_710_y,home_797_x,home_797_y,home_827_x,home_827_y,home_8_x,home_8_y,home_933_x,home_933_y,home_962_x,home_962_y,home_966_x,home_966_y,home_990_x,home_990_y,ball_x,ball_y
match_3,1,0,,,-2140,-910,-1370,-100,-5140,180,,,0,-1010,,,-370,1890,-330,-2420,-960,110,-1120,240,-2020,-1340,-2390,690,-1970,1870,0,0
match_3,1,10,,,-2120,-900,-1370,-100,-5080,190,,,40,-990,,,-360,1900,-310,-2420,-940,110,-1110,260,-2010,-1350,-2390,680,-1950,1860,-10,-140
match_3,1,20,,,-2100,-890,-1360,-110,-5020,190,,,70,-980,,,-350,1910,-280,-2410,-920,110,-1090,280,-2000,-1370,-2390,680,-1930,1850,120,-160
match_3,1,30,,,-2110,-890,-1360,-110,-5040,160,,,110,-960,,,-330,1920,-260,-2410,-890,100,-1080,300,-2000,-1360,-2390,670,-1900,1840,260,-180
match_3,1,40,,,-2100,-890,-1350,-110,-5020,150,,,140,-950,,,-320,1930,-240,-2400,-870,100,-1060,320,-1990,-1360,-2390,670,-1880,1840,400,-210
match_3,1,50,,,-2100,-890,-1350,-110,-5010,140,,,180,-930,,,-310,1940,-210,-2400,-840,90,-1050,330,-1990,-1370,-2390,660,-1860,1830,540,-230
match_3,1,60,,,-2100,-900,-1350,-120,-5010,130,,,210,-910,,,-300,1950,-190,-2390,-820,80,-1030,350,-2000,-1370,-2390,660,-1840,1820,680,-260
match_3,1,70,,,-2090,-900,-1340,-120,-5010,120,,,250,-900,,,-290,1960,-170,-2390,-790,60,-1020,370,-2000,-1370,-2390,650,-1820,1810,820,-280
match_3,1,80,,,-2090,-900,-1340,-120,-5020,120,,,280,-880,,,-280,1970,-140,-2380,-760,50,-1000,390,-2010,-1380,-2390,640,-1790,1800,960,-310
match_3,1,90,,,-2080,-900,-1330,-120,-5020,120,,,320,-870,,,-270,1980,-120,-2380,-740,30,-970,410,-2010,-1390,-2390,640,-1770,1790,1100,-330
match_3,1,100,,,-2070,-900,-1330,-130,-5020,110,,,350,-850,,,-270,1980,-100,-2370,-710,10,-950,430,-2010,-1390,-2390,630,-1750,1780,1240,-360
match_3,1,110,,,-2060,-900,-1330,-130,-5010,110,,,390,-830,,,-270,1990,-70,-2370,-680,0,-920,450,-2010,-1390,-2390,630,-1730,1780,1230,-350
match_3,1,120,,,-2050,-900,-1320,-130,-5000,100,,,420,-810,,,-260,2000,-50,-2360,-650,-10,-880,470,-2010,-1400,-2390,620,-1710,1770,1230,-350
match_3,1,130,,,-2040,-890,-1320,-140,-4980,90,,,450,-790,,,-240,2000,-20,-2360,-620,-20,-850,490,-2010,-1400,-2390,620,-1680,1760,1220,-350
match_3,1,140,,,-2030,-890,-1310,-140,-4950,70,,,480,-770,,,-230,2010,0,-2350,-580,-20,-810,510,-1990,-1400,-2390,610,-1660,1750,1220,-350
match_3,1,150,,,-2020,-880,-1310,-140,-4920,60,,,510,-750,,,-220,2020,30,-2350,-540,-20,-780,530,-1980,-1400,-2390,600,-1640,1740,1220,-350
match_3,1,160,,,-2000,-880,-1300,-130,-4880,40,,,530,-730,,,-210,2030,50,-2340,-500,-10,-740,550,-1970,-1410,-2390,600,-1610,1740,1210,-350
match_3,1,170,,,-1990,-870,-1290,-120,-4840,20,,,550,-700,,,-200,2040,80,-2320,-450,0,-700,570,-1950,-1430,-2390,590,-1580,1740,1210,-350
match_3,1,180,,,-1970,-860,-1280,-100,-4790,0,,,580,-680,,,-180,2050,110,-2310,-410,20,-670,590,-1930,-1440,-2390,590,-1550,1740,1210,-350
match_3,1,190,,,-1950,-850,-1270,-80,-4760,-10,,,600,-650,,,-170,2060,140,-2290,-360,40,-630,610,-1910,-1470,-2390,580,-1520,1750,1250,-220
match_3,1,200,,,-1930,-840,-1260,-60,-4740,-10,,,620,-630,,,-160,2080,180,-2270,-310,60,-600,630,-1880,-1490,-2380,580,-1490,1750,1300,-100
